"","X","year","site","transect","plantID","h_apical","h_apical.next","stem_width","aliveJune","fec.flower","N_pods","seedling","per.leaves.dam","herb_avg"
"4165",4962,2014,"PWR",81,"8107",100.6,103.5,10.6,1,1,5,0,NA,NA
"4166",4963,2014,"PWR",81,"8108",115.2,111.9,13.5,1,1,3,0,NA,NA
"4167",4964,2014,"PWR",81,"8109",90,NA,13.3,1,1,NA,0,NA,0.3
"4168",4965,2014,"PWR",81,"8110",NA,NA,NA,0,NA,NA,NA,NA,NA
"4169",4966,2014,"PWR",81,"8111",NA,NA,NA,0,NA,NA,NA,NA,NA
"4170",4967,2014,"PWR",81,"8112",95.2,100.5,10.1,1,1,2,0,NA,NA
"4171",4968,2014,"PWR",81,"8113",82.7,NA,18.6,1,0,NA,0,NA,0.08695652173913
"4172",4969,2014,"PWR",81,"8114",104.5,103.9,13.5,1,1,1,0,NA,NA
"4173",4970,2014,"PWR",81,"8117",108.4,105.5,16.3,1,1,3,0,NA,0.653846153846154
"4174",4971,2014,"PWR",81,"8119",77,NA,8.3,1,0,NA,0,NA,0.136363636363636
"4175",4972,2014,"PWR",81,"8120",87.3,90.1,8.8,1,1,1,0,NA,NA
"4176",4973,2014,"PWR",81,"8121",NA,NA,NA,0,NA,NA,NA,NA,NA
"4177",4974,2014,"PWR",81,"8122",120.8,128,17,1,1,3,0,NA,NA
"4178",4975,2014,"PWR",81,"8124",87.9,NA,10.5,1,1,NA,0,NA,NA
"4179",4976,2014,"PWR",81,"8125",84.5,NA,13.4,1,1,NA,0,NA,0.15
"4180",4977,2014,"PWR",81,"8126",112.7,119.2,15.2,1,1,3,0,NA,0.310344827586207
"4181",4978,2014,"PWR",81,"8127",104.5,109.4,13.3,1,1,1,0,NA,NA
"4182",4979,2014,"PWR",81,"8128",99,98.5,15,1,1,1,0,NA,0.047619047619048
"4183",4980,2014,"PWR",81,"8129",80.4,NA,9,1,0,NA,0,NA,NA
"4184",4981,2014,"PWR",81,"8130",93.7,95.3,10,1,1,1,0,NA,NA
"4185",4982,2014,"PWR",81,"8131",NA,NA,NA,0,NA,NA,NA,NA,NA
"4186",4983,2014,"PWR",81,"8132",NA,NA,NA,0,NA,NA,NA,NA,NA
"4187",4984,2014,"PWR",81,"8133",48.5,NA,5.7,1,0,NA,0,NA,NA
"4188",4985,2014,"PWR",81,"8134",39.7,NA,5.5,1,0,NA,0,NA,NA
"4189",4986,2014,"PWR",82,"8201",NA,NA,NA,0,NA,NA,NA,NA,0.047619047619048
"4190",4987,2014,"PWR",82,"8202",96,98.7,12.1,1,1,0,0,NA,0.260869565217391
"4191",4988,2014,"PWR",82,"8203",35.9,NA,5.8,1,0,NA,0,NA,1.25
"4192",4989,2014,"PWR",82,"8204",NA,NA,NA,0,NA,NA,NA,NA,NA
"4193",4990,2014,"PWR",82,"8205",76.8,NA,10.2,1,0,NA,0,NA,0.115384615384615
"4194",4991,2014,"PWR",82,"8206",NA,NA,NA,0,NA,NA,NA,NA,NA
"4195",4992,2014,"PWR",82,"8207",24.6,NA,5.7,1,1,NA,0,NA,0.428571428571429
"4196",4993,2014,"PWR",82,"8208",51.4,NA,8.3,1,0,NA,0,NA,0.166666666666667
"4197",4994,2014,"PWR",82,"8209",63.5,68.9,9.1,1,1,1,0,NA,0.181818181818182
"4198",4995,2014,"PWR",82,"8210",NA,NA,NA,0,NA,NA,NA,NA,NA
"4199",4996,2014,"PWR",82,"8211",20,NA,5.4,1,0,NA,0,NA,NA
"4200",4997,2014,"PWR",82,"8213",NA,NA,NA,0,NA,NA,NA,NA,NA
"4201",4998,2014,"PWR",82,"8214",62.7,NA,8.3,1,0,NA,0,NA,0.277777777777778
"4202",4999,2014,"PWR",82,"8215",NA,NA,NA,0,NA,NA,NA,NA,NA
"4203",5000,2014,"PWR",82,"8216",84.2,88.1,12.1,1,1,0,0,NA,0.217391304347826
"4204",5001,2014,"PWR",82,"8217",NA,NA,NA,0,NA,NA,NA,NA,NA
"4205",5002,2014,"PWR",82,"8218",NA,105.4,NA,0,1,0,NA,NA,NA
"4206",5003,2014,"PWR",82,"8219",35.7,NA,5.8,1,0,NA,0,NA,0.083333333333333
"4207",5004,2014,"PWR",82,"8220",81,NA,14.2,1,1,NA,0,NA,0.238095238095238
"4208",5005,2014,"PWR",82,"8221",NA,NA,NA,0,NA,NA,NA,NA,NA
"4209",5006,2014,"PWR",82,"8222",NA,NA,NA,0,NA,NA,NA,NA,NA
"4210",5007,2014,"PWR",82,"8223",48.6,NA,8.1,1,0,NA,0,NA,0.285714285714286
"4211",5008,2014,"PWR",82,"8224",81.1,83.6,13.4,1,1,1,0,NA,0
"4212",5009,2014,"PWR",82,"8226",48,NA,9.2,1,0,NA,0,NA,0.4375
"4213",5010,2014,"PWR",82,"8227",NA,NA,NA,0,NA,NA,NA,NA,NA
"4214",5011,2014,"PWR",82,"8228",NA,NA,NA,0,NA,NA,NA,NA,NA
"4215",5012,2014,"PWR",82,"8229",NA,NA,NA,0,NA,NA,NA,NA,NA
"4216",5013,2014,"PWR",82,"8230",56.6,NA,7.4,1,0,NA,0,NA,0.25
"4217",5014,2014,"PWR",82,"8231",NA,NA,NA,0,NA,NA,NA,NA,0
"4218",5015,2014,"PWR",82,"8232",NA,NA,NA,0,NA,NA,NA,NA,NA
"4219",5016,2014,"PWR",83,"8276",NA,NA,NA,0,NA,NA,NA,NA,NA
"4220",5017,2014,"PWR",83,"8301",NA,NA,NA,0,NA,NA,NA,NA,NA
"4221",5018,2014,"PWR",83,"8302",58.2,NA,5.5,1,0,NA,0,NA,NA
"4222",5019,2014,"PWR",83,"8304",NA,NA,NA,1,NA,NA,NA,NA,0.24
"4223",5020,2014,"PWR",83,"8305",NA,NA,NA,0,NA,NA,NA,NA,NA
"4224",5021,2014,"PWR",83,"8306",NA,NA,NA,0,NA,NA,NA,NA,NA
"4225",5022,2014,"PWR",83,"8307",85.8,NA,9.4,1,0,NA,0,NA,NA
"4226",5023,2014,"PWR",83,"8308",NA,NA,NA,0,NA,NA,NA,NA,NA
"4227",5024,2014,"PWR",83,"8309",NA,NA,NA,0,NA,NA,NA,NA,NA
"4228",5025,2014,"PWR",83,"8310",110.9,110.5,10.8,1,1,3,0,NA,0.142857142857143
"4229",5026,2014,"PWR",83,"8311",NA,NA,NA,0,NA,NA,NA,NA,NA
"4230",5027,2014,"PWR",83,"8312",88.2,NA,9.5,1,1,NA,0,NA,0.045454545454546
"4231",5028,2014,"PWR",83,"8313",121.4,127,12.1,1,1,2,0,NA,0.375
"4232",5029,2014,"PWR",83,"8316",91,92.5,7.9,1,1,0,0,NA,0.473684210526316
"4233",5030,2014,"PWR",83,"8317",NA,NA,NA,0,NA,NA,NA,NA,NA
"4234",5031,2014,"PWR",83,"8318",67.3,NA,9.1,1,0,NA,0,NA,0
"4235",5032,2014,"PWR",83,"8320",NA,NA,NA,0,NA,NA,NA,NA,NA
"4236",5033,2014,"PWR",83,"8321",95.3,NA,10.6,1,1,NA,0,NA,0.038461538461539
"4237",5034,2014,"PWR",83,"8323",NA,NA,NA,0,NA,NA,NA,NA,NA
"4238",5035,2014,"PWR",83,"8324",NA,NA,NA,0,NA,NA,NA,NA,NA
"4239",5036,2014,"PWR",83,"8326",71.9,NA,7.2,1,0,NA,0,NA,0
"4240",5037,2014,"PWR",83,"8327",127.5,109.5,13,1,1,0,0,NA,0.277777777777778
"4241",5038,2014,"PWR",83,"8327",127.5,109.5,13,1,1,0,0,NA,0.277777777777778
"4242",5039,2014,"PWR",83,"8328",94,99.2,9,1,1,0,0,NA,0.15
"4243",5040,2014,"PWR",83,"8329",74.4,NA,6.6,1,0,NA,0,NA,0
"4244",5041,2014,"PWR",83,"8330",116,NA,13.5,1,1,NA,0,NA,0.2
"4245",5042,2014,"PWR",83,"8330",116,NA,13.5,1,1,NA,0,NA,0.2
"4246",5043,2014,"PWR",83,"8331",130.1,145,14.1,1,1,4,0,NA,0.08695652173913
"4247",5044,2014,"PWR",83,"8332",122.5,NA,10.4,1,1,NA,0,NA,0.2
"4248",5045,2014,"PWR",83,"8333",126,123,14.3,1,1,1,0,NA,0.047619047619048
"4249",5046,2014,"PWR",83,"8334",112.8,NA,9.5,1,1,NA,0,NA,0.153846153846154
"4250",5047,2014,"PWR",83,"8335",95,NA,12,1,1,1,0,NA,0.35
"4251",5048,2014,"PWR",83,"8336",112.9,109.9,11.4,1,1,1,0,NA,0
"4252",5049,2014,"PWR",83,"8337",118,NA,11.5,1,1,NA,0,NA,0.227272727272727
"4253",5050,2014,"PWR",83,"8338",NA,114.5,NA,1,1,5,NA,NA,NA
"4254",5051,2014,"PWR",83,"8339",81.3,NA,7.7,1,0,NA,0,NA,0.117647058823529
"4255",5052,2014,"PWR",83,"8340",109.8,NA,11.6,1,1,NA,0,NA,0.461538461538462
"4256",5053,2014,"PWR",83,"8341",118.5,123.5,11.1,1,1,2,0,NA,0.16
"4257",5054,2014,"PWR",83,"8342",NA,NA,NA,0,NA,NA,NA,NA,NA
"4258",5055,2014,"PWR",83,"8343",111.7,116.6,9.2,1,1,1,0,NA,0.15
"4259",5056,2014,"PWR",83,"8344",121.4,NA,10.6,1,1,NA,0,NA,0.222222222222222
"4260",5057,2014,"PWR",83,"8345",115,115,8.7,1,1,1,0,NA,0.181818181818182
"4261",5058,2014,"PWR",83,"8346",124,120.3,10.3,1,1,1,0,NA,0.2
"4262",5059,2014,"PWR",83,"8348",106,NA,8.5,1,0,NA,0,NA,0.090909090909091
"4263",5060,2014,"PWR",83,"8349",100,NA,9,1,0,NA,0,NA,0.24
"4264",5061,2014,"PWR",83,"8350",NA,NA,NA,0,NA,NA,NA,NA,NA
"4265",5062,2014,"PWR",83,"8351",NA,NA,NA,0,NA,NA,NA,NA,NA
"4266",5063,2014,"PWR",83,"8352",133.5,135,11.3,1,1,1,0,NA,0.227272727272727
"4267",5064,2014,"PWR",83,"8353",109.3,NA,9,1,1,NA,0,NA,NA
"4268",5065,2014,"PWR",83,"8354",118.6,NA,10.8,1,1,NA,0,NA,0.333333333333333
"4269",5066,2014,"PWR",83,"8355",126.4,NA,8.8,1,0,NA,0,NA,0.035714285714286
"4270",5067,2014,"PWR",83,"8356",124.4,127,11.2,1,1,2,0,NA,0.37037037037037
"4271",5068,2014,"PWR",83,"8358",143.4,144,11.4,1,1,2,0,NA,0.24
"4272",5069,2014,"PWR",83,"8359",114,115.9,9.5,1,1,1,0,NA,0.055555555555556
"4273",5070,2014,"PWR",83,"8360",138.3,148,12.6,1,1,3,0,NA,0.161290322580645
"4274",5071,2014,"PWR",83,"8362",119,NA,11.5,1,1,NA,0,NA,0
"4275",5072,2014,"PWR",83,"8363",129.6,NA,11.2,1,1,NA,0,NA,NA
"4276",5073,2014,"PWR",83,"8364",105.2,120.9,8,1,1,3,0,NA,0.05
"4277",5074,2014,"PWR",83,"8366",NA,NA,NA,0,NA,NA,NA,NA,NA
"4278",5075,2014,"PWR",83,"8367",137.3,144,12.8,1,1,3,0,NA,0.423076923076923
"4279",5076,2014,"PWR",83,"8368",NA,NA,NA,0,NA,NA,NA,NA,NA
"4280",5077,2014,"PWR",83,"8369",NA,NA,NA,0,NA,NA,NA,NA,NA
"4281",5078,2014,"PWR",83,"8370",NA,NA,NA,0,NA,NA,NA,NA,NA
"4282",5079,2014,"PWR",83,"8371",NA,NA,NA,0,NA,NA,NA,NA,NA
"4283",5080,2014,"PWR",83,"8372",NA,NA,NA,0,NA,NA,NA,NA,NA
"4284",5081,2014,"PWR",83,"8373",NA,NA,NA,0,NA,NA,NA,NA,NA
"4285",5082,2014,"PWR",83,"8375",NA,NA,NA,0,NA,NA,NA,NA,NA
"4286",5083,2014,"PWR",83,"8377",128,131,13,1,1,5,0,NA,0.346153846153846
"4287",5084,2014,"PWR",81,"827",NA,106.2,NA,NA,1,2,NA,NA,NA
"4288",5085,2014,"PWR",83,"973",NA,126,NA,NA,1,1,NA,NA,NA
"4289",5086,2014,"PWR",83,"1006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4290",5087,2014,"PWR",83,"1007",NA,111.5,NA,NA,1,4,NA,NA,NA
"4291",5088,2014,"PWR",83,"1008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4292",5089,2014,"PWR",83,"1009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4293",5090,2014,"PWR",80,"8006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4294",5091,2014,"PWR",80,"8013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4295",5092,2014,"PWR",80,"8017",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4296",5093,2014,"PWR",80,"8020",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4297",5094,2014,"PWR",83,"8300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4298",5095,2014,"PWR",83,"8303",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4299",5096,2014,"PWR",83,"8314",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4300",5097,2014,"PWR",83,"8322",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4301",5098,2014,"PWR",83,"8325",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4302",5099,2014,"PWR",83,"8347",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4303",5100,2014,"PWR",83,"8357",NA,116.5,NA,NA,1,5,NA,NA,NA
"4304",5101,2014,"PWR",83,"8357",NA,116.5,NA,NA,1,5,NA,NA,NA
"4305",5102,2014,"PWR",83,"8378",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4306",5103,2014,"PWR",83,"8380",NA,121.6,NA,NA,1,5,NA,NA,NA
"4307",5104,2014,"PWR",83,"8380",NA,121.6,NA,NA,1,5,NA,NA,NA
"4308",5105,2014,"PWR",82,"93X",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4309",5106,2014,"PWR",82,"93X",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4310",5107,2014,"PWR",82,"NEAR917",NA,78,NA,NA,1,0,NA,NA,NA
"4311",5108,2015,"PWR",83,"1000",88.8,NA,15.5,1,0,NA,0,NA,0
"4312",5109,2015,"PWR",83,"8376",NA,NA,NA,0,NA,NA,NA,NA,NA
"4313",5110,2015,"PWR",83,"1865",101.6,NA,18,1,1,NA,0,NA,0
"4314",5111,2015,"PWR",83,"1886",108,NA,19,1,1,NA,0,NA,0.19047619047619
"4315",5112,2015,"PWR",83,"960",95.6,106.6,16.9,1,1,0,0,NA,0.166666666666667
"4316",5113,2015,"PWR",83,"1869",64.6,NA,15.6,1,0,NA,0,NA,0
"4317",5114,2015,"PWR",83,"8323",69.8,NA,14.3,1,0,NA,0,NA,0
"4318",5115,2015,"PWR",83,"8321",83.4,NA,16.8,1,0,NA,0,NA,0.136363636363636
"4319",5116,2015,"PWR",83,"1876",69.1,NA,16.7,1,0,NA,0,NA,0.105263157894737
"4320",5117,2015,"PWR",83,"8380",107.6,113.8,18.8,1,1,2,0,NA,0
"4321",5118,2015,"PWR",83,"988",112,121.6,21.3,1,1,5,0,NA,0
"4322",5119,2015,"PWR",83,"1879",67.2,NA,15.5,2,0,NA,0,NA,0
"4323",5120,2015,"PWR",83,"8329",44.8,NA,5.3,1,0,NA,0,NA,0
"4324",5121,2015,"PWR",83,"964",NA,NA,NA,0,NA,NA,NA,NA,NA
"4325",5122,2015,"PWR",83,"8331",80,NA,20.5,1,1,NA,0,NA,0
"4326",5123,2015,"PWR",83,"1878",101.6,110.9,18.8,1,1,1,0,NA,0.047619047619048
"4327",5124,2015,"PWR",83,"968",81.9,NA,16.2,1,1,NA,0,NA,0
"4328",5125,2015,"PWR",83,"1881",86.6,NA,14.9,1,0,NA,0,NA,0.052631578947368
"4329",5126,2015,"PWR",83,"8335",89.8,91.5,17.7,1,1,1,0,NA,0
"4330",5127,2015,"PWR",83,"1890",105.9,NA,18.3,1,1,NA,0,NA,0.181818181818182
"4331",5128,2015,"PWR",83,"8378",NA,NA,NA,2,NA,NA,NA,NA,NA
"4332",5129,2015,"PWR",83,"1002",43.5,NA,6.5,1,0,NA,0,NA,0
"4333",5130,2015,"PWR",83,"996",76,NA,14.5,1,0,NA,0,NA,0.111111111111111
"4334",5131,2015,"PWR",83,"995",NA,NA,NA,0,NA,NA,NA,NA,NA
"4335",5132,2015,"PWR",83,"8370",79.6,NA,13.5,1,1,NA,0,NA,0.083333333333333
"4336",5133,2015,"PWR",83,"8373",NA,NA,NA,0,NA,NA,NA,NA,NA
"4337",5134,2015,"PWR",83,"8371",NA,NA,NA,0,NA,NA,NA,NA,NA
"4338",5135,2015,"PWR",83,"8369",116.6,NA,17.2,1,1,NA,0,NA,NA
"4339",5136,2015,"PWR",83,"1859",NA,NA,NA,0,NA,NA,NA,NA,NA
"4340",5137,2015,"PWR",83,"8366",126.6,NA,19.4,1,1,NA,0,NA,0
"4341",5138,2015,"PWR",83,"8363",105.1,136,17.5,1,1,0,0,NA,0
"4342",5139,2015,"PWR",83,"1883",113.8,NA,26.6,1,1,NA,0,NA,0.047619047619048
"4343",5140,2015,"PWR",83,"8367",126.8,NA,18.6,1,1,NA,0,NA,0
"4344",5141,2015,"PWR",83,"989",128.1,135.1,17.3,2,1,2,0,NA,0
"4345",5142,2015,"PWR",83,"992",NA,NA,NA,0,NA,NA,NA,NA,NA
"4346",5143,2015,"PWR",83,"1887",90.5,NA,16.5,1,0,NA,0,NA,0
"4347",5144,2015,"PWR",83,"994",108.5,NA,16.5,1,1,NA,0,NA,0
"4348",5145,2015,"PWR",83,"1873",136,139.8,19.8,1,1,2,0,NA,0.130434782608696
"4349",5146,2015,"PWR",83,"8368",NA,NA,NA,0,NA,NA,NA,NA,NA
"4350",5147,2015,"PWR",83,"997",109.5,NA,13.9,1,1,NA,0,NA,0
"4351",5148,2015,"PWR",83,"1877",110.8,NA,18.3,1,1,NA,0,NA,0
"4352",5149,2015,"PWR",83,"998",116.5,NA,14.1,1,1,NA,0,NA,0
"4353",5150,2015,"PWR",83,"1872",120,120,17.8,1,1,2,0,NA,0.227272727272727
"4354",5151,2015,"PWR",83,"8378",NA,NA,NA,2,NA,NA,NA,NA,NA
"4355",5152,2015,"PWR",83,"1894",101,110.6,18.2,1,1,0,0,NA,0
"4356",5153,2015,"PWR",83,"1867",121.5,125.9,20.2,1,1,2,0,NA,0.052631578947368
"4357",5154,2015,"PWR",83,"1868",120,122.9,21,1,1,1,0,NA,0.038461538461539
"4358",5155,2015,"PWR",83,"984",102.5,NA,17.3,2,1,NA,0,NA,0.15
"4359",5156,2015,"PWR",83,"1884",85.9,NA,19,1,0,NA,0,NA,0
"4360",5157,2015,"PWR",83,"8353",92.9,NA,10.9,1,1,NA,0,NA,0
"4361",5158,2015,"PWR",83,"969",66.1,NA,13.5,1,0,NA,0,NA,0
"4362",5159,2015,"PWR",83,"970",71.3,NA,13,1,0,NA,0,NA,0
"4363",5160,2015,"PWR",83,"8355",120.3,NA,15.4,1,1,NA,0,NA,0.166666666666667
"4364",5161,2015,"PWR",83,"8357",88.5,NA,15,1,1,NA,0,NA,0
"4365",5162,2015,"PWR",83,"8339",82.7,NA,16.2,1,0,NA,0,NA,NA
"4366",5163,2015,"PWR",83,"8345",112.6,122.7,19.3,1,1,2,0,NA,0
"4367",5164,2015,"PWR",83,"1901",76.2,NA,17,1,0,NA,0,NA,0.052631578947368
"4368",5165,2015,"PWR",83,"1902",67.7,NA,16.5,1,0,NA,0,NA,0.142857142857143
"4369",5166,2015,"PWR",83,"1864",82.5,NA,14.9,1,0,NA,0,NA,0.05
"4370",5167,2015,"PWR",83,"8349",109.5,NA,20,1,1,NA,0,NA,0.08695652173913
"4371",5168,2015,"PWR",83,"1854",42.7,NA,5,2,0,NA,0,NA,0.083333333333333
"4372",5169,2015,"PWR",83,"8305",NA,NA,NA,0,NA,NA,NA,NA,NA
"4373",5170,2015,"PWR",83,"1879",66.5,NA,15.5,2,0,NA,0,NA,0
"4374",5171,2015,"PWR",83,"8328",NA,NA,NA,0,NA,NA,NA,NA,0.416666666666667
"4375",5172,2015,"PWR",83,"5300",NA,NA,NA,0,NA,NA,NA,NA,NA
"4376",5173,2015,"PWR",83,"946",NA,NA,NA,0,NA,NA,NA,NA,NA
"4377",5174,2015,"PWR",83,"943",64.8,98.8,8.3,1,0,0,0,NA,0.058823529411765
"4378",5175,2015,"PWR",83,"945",NA,NA,NA,0,NA,NA,NA,NA,NA
"4379",5176,2015,"PWR",83,"8302",NA,NA,NA,0,NA,NA,NA,NA,NA
"4380",5177,2015,"PWR",83,"8301",NA,NA,NA,0,NA,NA,NA,NA,NA
"4381",5178,2015,"PWR",83,"8310",78.9,NA,9,1,0,NA,0,NA,0
"4382",5179,2015,"PWR",83,"944",19.1,NA,3.2,1,0,NA,0,NA,0.285714285714286
"4383",5180,2015,"PWR",83,"947",NA,NA,NA,0,NA,NA,NA,NA,NA
"4384",5181,2015,"PWR",83,"8304",NA,NA,NA,0,NA,NA,NA,NA,NA
"4385",5182,2015,"PWR",83,"8306",NA,NA,NA,0,NA,NA,NA,NA,NA
"4386",5183,2015,"PWR",83,"8308",NA,NA,NA,0,NA,NA,NA,NA,NA
"4387",5184,2015,"PWR",83,"1870",39.5,NA,5.5,1,0,NA,0,NA,0
"4388",5185,2015,"PWR",83,"1895",41.9,NA,6.9,1,0,NA,0,NA,0
"4389",5186,2015,"PWR",83,"1875",37.5,70,7.2,1,0,0,0,NA,0.142857142857143
"4390",5187,2015,"PWR",83,"1854",44.2,NA,5,2,0,NA,0,NA,0.083333333333333
"4391",5188,2015,"PWR",83,"8312",72.5,NA,9.5,1,0,NA,0,NA,0
"4392",5189,2015,"PWR",83,"1866",53.4,NA,6.1,1,0,NA,0,NA,0.153846153846154
"4393",5190,2015,"PWR",83,"949",NA,NA,NA,0,NA,NA,NA,NA,NA
"4394",5191,2015,"PWR",83,"952",NA,NA,NA,0,NA,NA,NA,NA,NA
"4395",5192,2015,"PWR",83,"1009",20,7.2,3,1,0,0,1,NA,0
"4396",5193,2015,"PWR",83,"8307",74.5,NA,12.2,1,0,NA,0,NA,0.208333333333333
"4397",5194,2015,"PWR",83,"948",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4398",5195,2015,"PWR",83,"951",49.7,NA,5.3,1,0,NA,0,NA,0.222222222222222
"4399",5196,2015,"PWR",83,"8314",76.6,NA,10.1,1,0,NA,0,NA,0
"4400",5197,2015,"PWR",83,"950",74.9,NA,9.3,1,0,NA,0,NA,0
"4401",5198,2015,"PWR",83,"8309",96.6,115.8,11.3,1,1,2,0,NA,0.241379310344828
"4402",5199,2015,"PWR",83,"953",NA,NA,NA,0,NA,NA,NA,NA,NA
"4403",5200,2015,"PWR",83,"8311",NA,NA,NA,0,NA,NA,NA,NA,NA
"4404",5201,2015,"PWR",83,"954",76.5,NA,10.8,1,1,NA,0,NA,0.090909090909091
"4405",5202,2015,"PWR",83,"8316",NA,NA,NA,0,NA,NA,NA,NA,NA
"4406",5203,2015,"PWR",83,"955",58.5,NA,7.7,1,0,NA,0,NA,NA
"4407",5204,2015,"PWR",83,"8313",111.7,132.7,14.4,1,1,2,0,NA,0.09375
"4408",5205,2015,"PWR",83,"956",95.6,99.6,12.3,1,1,0,0,NA,0.105263157894737
"4409",5206,2015,"PWR",83,"8318",71.6,NA,9.5,1,0,NA,0,NA,NA
"4410",5207,2015,"PWR",83,"957",91.9,NA,11.5,1,1,NA,0,NA,0
"4411",5208,2015,"PWR",83,"959",NA,NA,NA,0,NA,NA,NA,NA,NA
"4412",5209,2015,"PWR",83,"958",105.7,124.1,13.6,1,1,1,0,NA,0.095238095238095
"4413",5210,2015,"PWR",83,"1888",102.5,109.1,11.9,1,1,1,0,NA,0
"4414",5211,2015,"PWR",83,"1871",88.6,95.6,16.7,1,1,1,0,NA,0.05
"4415",5212,2015,"PWR",83,"1891",97.2,106.7,13.2,1,1,0,0,NA,0
"4416",5213,2015,"PWR",83,"961",NA,NA,NA,0,NA,NA,NA,NA,NA
"4417",5214,2015,"PWR",83,"962",103.8,112.5,3.3,1,1,2,0,NA,0.037037037037037
"4418",5215,2015,"PWR",83,"963",NA,NA,NA,0,NA,NA,NA,NA,NA
"4419",5216,2015,"PWR",83,"8324",87.8,95,17.2,1,1,2,0,NA,0.105263157894737
"4420",5217,2015,"PWR",83,"1882",66.4,NA,7.5,2,0,NA,0,NA,0
"4421",5218,2015,"PWR",83,"8326",65,NA,15.5,1,0,NA,0,NA,0
"4422",5219,2015,"PWR",83,"8330",63.9,NA,15.5,1,0,NA,0,NA,0.6
"4423",5220,2015,"PWR",83,"965",NA,NA,NA,0,NA,NA,NA,NA,NA
"4424",5221,2015,"PWR",83,"8336",101,109.1,12.1,1,1,2,0,NA,0.136363636363636
"4425",5222,2015,"PWR",83,"8334",86.5,NA,9,1,1,NA,0,NA,0.222222222222222
"4426",5223,2015,"PWR",83,"8332",83.4,88.9,8.8,1,1,1,0,NA,0
"4427",5224,2015,"PWR",83,"1008",102.5,109.9,16.7,1,1,1,0,NA,0.2
"4428",5225,2015,"PWR",83,"8340",NA,NA,NA,0,NA,NA,NA,NA,NA
"4429",5226,2015,"PWR",83,"8338",114.5,121.4,15.5,1,1,5,0,NA,0
"4430",5227,2015,"PWR",83,"966",NA,NA,NA,0,NA,NA,NA,NA,NA
"4431",5228,2015,"PWR",83,"1858",113.6,NA,18.5,1,1,NA,0,NA,0.05
"4432",5229,2015,"PWR",83,"8341",97.4,NA,16.3,1,1,NA,0,NA,0
"4433",5230,2015,"PWR",83,"1882",66.4,NA,7.5,2,0,NA,0,NA,0
"4434",5231,2015,"PWR",83,"1880",112.4,115.6,19.7,1,1,2,0,NA,0.038461538461539
"4435",5232,2015,"PWR",83,"8347",NA,NA,NA,0,NA,NA,NA,NA,NA
"4436",5233,2015,"PWR",83,"973",NA,NA,NA,0,NA,NA,NA,NA,NA
"4437",5234,2015,"PWR",83,"8342",116.4,119.5,20.5,1,1,2,0,NA,0
"4438",5235,2015,"PWR",83,"8344",125.5,130.5,19.6,1,1,0,0,NA,0.038461538461539
"4439",5236,2015,"PWR",83,"8348",111.3,116.2,18,1,1,2,0,NA,NA
"4440",5237,2015,"PWR",83,"8346",98.6,NA,9.1,1,1,NA,0,NA,0.05
"4441",5238,2015,"PWR",83,"974",111.6,116,11.6,1,1,2,0,NA,0
"4442",5239,2015,"PWR",83,"976",100.4,NA,9,1,1,NA,0,NA,0
"4443",5240,2015,"PWR",83,"975",99.6,NA,9.3,1,1,NA,0,NA,0
"4444",5241,2015,"PWR",83,"1007",77.5,NA,9.7,1,0,NA,0,NA,NA
"4445",5242,2015,"PWR",83,"8351",108.2,NA,17,1,1,NA,0,NA,0
"4446",5243,2015,"PWR",83,"8350",90.4,NA,12.1,1,1,NA,0,NA,0.428571428571429
"4447",5244,2015,"PWR",83,"8115",62.7,NA,8,1,0,NA,0,NA,NA
"4448",5245,2015,"PWR",83,"1004",107.9,111.1,18.9,1,1,1,0,NA,0
"4449",5246,2015,"PWR",83,"8352",111.5,115.4,14.2,1,1,1,0,NA,0
"4450",5247,2015,"PWR",83,"8354",84,NA,8.8,1,0,NA,0,NA,0
"4451",5248,2015,"PWR",83,"979",NA,NA,NA,0,NA,NA,NA,NA,NA
"4452",5249,2015,"PWR",83,"1893",102.4,NA,11.3,1,1,NA,0,NA,0
"4453",5250,2015,"PWR",83,"8356",112.5,112.3,13.1,1,1,1,0,NA,0
"4454",5251,2015,"PWR",83,"8358",115.9,116.5,17.8,1,1,0,0,NA,0
"4455",5252,2015,"PWR",83,"980",98.5,NA,10,1,1,NA,0,NA,0.181818181818182
"4456",5253,2015,"PWR",83,"985",NA,NA,13.5,1,NA,NA,0,NA,0.083333333333333
